Well Name,Well Number,API 14,Chosen ID,Abstract,API 10,API 12,Basin,Block,Choke Size,Completion End Date,Completion Start Date,Country,County/Parish,Current Operator,Current Operator Alias,Drill Start Date,Elevation,Elevation Type,Field,Additive Vol (1st Job),Total Fluid/Perf LL (1st Job),Total Fluid (1st Job),Frac Vendor (1st Job),First Prod Date,Total Prop (1st Job),Total Prop/Fluid (1st Job),Total Prop/Perf LL (1st Job),First Test Flow TBG Press,First Test Gas Vol,First Test Gor,First Test Oil Vol,First Test Water Vol,Treatment Type (1st Job),Ground Elevation,Has Daily Data,Has Monthly Data,Heel Latitude,Heel Longitude,Hz Well Spacing Any Zone,Hz Well Spacing Same Zone,Landing Zone,Last Prod Date Monthly,Lateral Length,Lease Name,Lease Number,Lower Perforation,Measured Depth,Oil API Gravity,Parent Child Any Zone,Parent Child Same Zone,Perf Lateral Length,Permit Date,Play,Previous Operator,Previous Operator Alias,Prop Type,Range,Section,Spud Date,State,Status,Surface Latitude,Surface Longitude,Survey,Target Formation,Toe Latitude,Toe Longitude,Additive Vol (All Jobs),Total Fluid/Perf LL (All Jobs),Total Fluid (All Jobs),Total Prop (All Jobs),Total Prop/Fluid (All Jobs),Total Prop/Perf LL (All Jobs),Township,True Vertical Depth,Vt Well Spacing Any Zone,Well Type,Cum BOE,Cum Oil,Cum Gas,Cum GOR,Cum Water,Cum BOE/Perf LL,Cum Gas/Perf LL,Cum Oil/Perf LL,Cum Water/Perf LL,First 12 BOE,First 12 BOE/Perf LL,First 12 Gas,First 12 Gas/Perf LL,First 12 GOR,First 12 Oil,First 12 Oil/Perf LL,First 12 Water,First 12 Water/Perf LL,First 6 BOE,First 6 BOE/Perf LL,First 6 Gas,First 6 Gas/Perf LL,First 6 GOR,First 6 Oil,First 6 Oil/Perf LL,First 6 Water,First 6 Water/Perf LL,Last 12 BOE,Last 12 BOE/Perf LL,Last 12 Gas,Last 12 Gas/Perf LL,Last 12 GOR,Last 12 Oil,Last 12 Oil/Perf LL,Last 12 Water,Last 12 Water/Perf LL,Last Month BOE,Last Month BOE/Perf LL,Last Month Gas,Last Month Gas/Perf LL,Last Month GOR,Last Month Oil,Last Month Oil/Perf LL,Last Month Water,Last Month Water/Perf LL,Months Produced,Created At,Updated At
SAVAGE 33 1,1,42173378130000,84356e44-5b78-4eb6-b82b-ddcc5744e274,407,4217337813,421733781300,Permian Basin,36 T3S,,12/19/2018 06:00:00,12/16/2018 06:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,07/20/2018 00:00:00,2609,Ground,SPRABERRY,,,,P3,12/01/2018 00:00:00,,,,,647,,322,868,,2609,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,926,SAVAGE 33,51172,11040,12000,,,,2567,02/26/2019 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36 T3S,33,07/20/2018 00:00:00,TX,Active Producer,31.8580900,-101.7368000,T&P RR CO,SPRABERRY,31.8580900,-101.7368000,,,,,,,T&P RR CO,11074,,VOLATILE OIL,93503.16659545898,55082,230527,4.1852,137742,100.97534189574404,248.94924406047517,59.48380129589633,148.74946004319654,35092,37.8963282937365,91695,99.02267818574514,4.6287,19810,21.393088552915767,49460,53.412526997840175,22671,24.482721382289416,57922,62.55075593952484,4.4497,13017,14.057235421166308,32493,35.08963282937365,9916,10.708423326133909,18063,19.50647948164147,2.6156,6906,7.457883369330453,17312,18.695464362850974,600.5,0.6484881209503239,1275,1.376889848812095,3.2861,388,0.4190064794816415,973,1.050755939524838,56,03/01/2018 17:05:37,11/25/2023 17:12:26
LIBERTE 42 2,2,42317412990000,97d505ca-7c10-473f-baca-e2a5d94f25e0,760,4231741299,423174129900,Permian Basin,35 T3N,,11/12/2018 00:00:00,11/10/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/24/2018 00:00:00,2643,Ground,SPRABERRY,0,1744.6296,1978410,Solnexus,11/01/2018 00:00:00,1389046.2,0.09133176,1224.9086,,47,,89,263,,2643,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,1134,LIBERTE 42,50002,10927,12000,,,,3237,02/15/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,35 T3N,42,05/24/2018 00:00:00,TX,Active Producer,32.4157800,-101.8220000,"T&P RR CO/JERNIGAN, J G",SPRABERRY,32.4157800,-101.8220000,0,1744.6296296296296,1978410,1389046.25,0.09133175744723547,1224.9085097001764,"T&P RR CO/JERNIGAN, J G",11126,,VOLATILE OIL,35467.166564941406,17511,107737,6.1525,63532,31.27616099201182,95.00617283950618,15.441798941798941,56.02469135802469,14853,13.097883597883598,38418,33.87830687830688,4.5465,8450,7.451499118165785,28210,24.876543209876544,8481,7.478835978835979,18253,16.096119929453263,3.3559,5439,4.796296296296297,17877,15.764550264550264,3644,3.2134038800705467,13467,11.875661375661375,9.6262,1399,1.2336860670194003,6202,5.469135802469136,264.5,0.23324514991181658,855,0.753968253968254,7.0082,122,0.10758377425044091,557,0.4911816578483245,59,03/01/2018 17:15:44,11/25/2023 17:28:22
MISCANTHUS E 1612 71HA,71HA,42227394390000,8ad8209c-75cb-4fa7-9911-e3166a845c7c,391,4222739439,422273943900,Permian Basin,34 T1N,,,05/05/2018 00:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/12/2018 00:00:00,2477,Ground,SPRABERRY,,,,,05/01/2018 00:00:00,,,,,545,,1069,927,,2477,false,true,32.2589500,-101.6284000,233,,SPRABERRY,09/01/2023 00:00:00,9774.112,MISCANTHUS E 1612,50830,17381,18518,,,,8216,02/06/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,21,02/12/2018 00:00:00,TX,Active Producer,32.2533800,-101.6270000,T&P RR CO,SPRABERRY,32.2827900,-101.6348000,,,,,,,T&P RR CO,7812,,BLACK OIL,468975.3311767578,400172,412820,1.0316,520911,47.98137330096413,42.23606063969804,40.942030081656036,53.294967743534094,186686,19.10004654954379,139307,14.252649822039665,0.8522,163468,16.724587860690274,186388,19.069557847274933,128912,13.18912613048,92291,9.44239201709794,0.8129,113530,11.615377075783437,127450,13.039547329416004,53294,5.452566774216528,39121,4.002511816979863,0.8364,46774,4.785498523233458,75951,7.770628946382699,4005.166748046875,0.4097729413366843,2977,0.304580089444264,0.8484,3509,0.3590095847698765,5873,0.6008729812919592,65,03/01/2018 17:05:47,11/25/2023 17:00:36
COLT 45 10HA,10HA,42173378330000,6cab45eb-aa4c-4ee7-a1c1-f9815f10c03d,413,4217337833,421733783300,Permian Basin,36,,10/17/2019 00:00:00,10/07/2019 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,08/03/2018 00:00:00,2614,Ground,SPRABERRY,0,1922.7281,19867764,Chemplex,11/01/2019 00:00:00,20578514,0.13931198,1991.5118,,795,,752,2878,,2614,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,10333.111,COLT 45,50649,18491,18630,,,,9781,02/28/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36,45,08/03/2018 00:00:00,TX,Shut In,31.8239200,-101.7318000,T&P RR CO,SPRABERRY,31.8512800,-101.7399000,0,1922.7281473222176,19867764,20578514,0.13931198953836282,1991.5118831623083,T&P RR CO,8457,,BLACK OIL,446104.3271484375,242543,1221368,5.0357,900301,43.17231402842009,118.1994426669575,23.472407515811675,87.12777511159986,258157,24.983472238157333,611207,59.15033532411451,3.9107,156289,15.125066888092794,598139,57.885662992129554,159517,15.437460696452716,290849,28.147282146119696,2.6193,111042,10.746230876053978,424972,41.12720617296528,12989,1.2570270064395914,4352,0.4211703389040805,0.3549,12264,1.1868642087131533,46936,4.542291136673236,1111.8333740234375,0.10759908983049599,23,0.002225854272700793,0.0208,1108,0.10722811018054257,4240,0.41033139635875493,47,03/01/2018 17:18:44,12/03/2023 01:58:04
JOY 39 6,6,42227390370000,d6086c49-a113-4301-9cd6-a28fc26d4f86,422,4222739037,422273903700,Permian Basin,34 T1S,,10/25/2017 00:00:00,10/23/2017 00:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/24/2017 00:00:00,2505,Ground,SPRABERRY,0,,903118.4,C&J Well Services,10/01/2017 00:00:00,3474513.8,0.36019048,,,166,,229,171,,2505,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,,JOY 39,47230,10006,10642,39,,,2834,05/24/2017 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,34 T1S,39,05/24/2017 00:00:00,TX,Active Producer,32.1155400,-101.5958000,T&P RR CO,SPRABERRY,32.1155400,-101.5958000,0,,903118.375,3474513.75,0.360190483980269,,T&P RR CO,10642,,BLACK OIL,78656.50048828125,29137,297117,10.1972,43334,,,,,26724,,66257,,4.2253,15681,,17140,,18167,,35770,,2.9308,12205,,12776,,7840,,38121,,25.6362,1487,,4450,,663.5,,3291,,28.6174,115,,345,,72,03/05/2018 21:53:33,11/25/2023 19:28:26
BOX NAIL E 1LM,1LM,42317413080000,2be9b053-dae2-4134-b870-1c5f7681aa4d,748,4231741308,423174130800,Permian Basin,38 T1N,,09/07/2018 00:00:00,09/02/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/24/2018 00:00:00,2803,Ground,SPRABERRY,0,1664.346,13684776,Solnexus,09/01/2018 00:00:00,13887798,0.13623327,1689.0376,,652,,548,1874,,2803,false,true,32.1178800,-102.0228000,240,,SPRABERRY,09/01/2023 00:00:00,8222.314,BOX NAIL E,51390,16559,16766,,,,7542,03/07/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,36,04/24/2018 00:00:00,TX,Active Producer,32.1199500,-102.0234000,"T&P RR CO/GOSNEY, A M",SPRABERRY,32.0981200,-102.0158000,0,1664.3459792271651,13684776,13887798,0.13623326723517154,1689.0375671197735,"T&P RR CO/GOSNEY, A M",8749.4,,BLACK OIL,332399.0002441406,243860,531234,2.1784,728816,40.42645196059219,64.60881580588267,29.65831596325263,88.63878949837583,127402,15.494664029977493,129921,15.801025458302899,1.2286,105748,12.861098976798322,326532,39.712905880885785,76593,9.315260373055887,57819,7.031961661114179,0.8635,66956,8.143205952741503,207955,25.29154062223489,28600,3.4783393608998,74763,9.09269530206125,4.6322,16140,1.9629509540182786,43655,5.309332335667159,2129.666748046875,0.25901061801856373,6094,0.7411538484378805,5.4704,1114,0.13548496671476842,2962,0.36023920234214013,61,04/01/2018 15:45:33,12/07/2023 09:39:45
TUBB SWD 1D,1D,42227395620000,47ffa594-7572-4d40-a13a-3001f937d77d,376,4222739562,422273956200,Permian Basin,33 T1S,,,08/27/2019 00:00:00,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,08/05/2019 00:00:00,2628,Ground,SPRABERRY,,,,,,,,,,,,,,,2628,false,true,,,,,SPRABERRY,,800,TUBB SWD,53250,11500,11600,,,,1800,09/05/2023 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,33 T1S,37,08/05/2019 00:00:00,TX,Shut In,32.1485700,-101.4714000,T&P RR CO,SPRABERRY,32.1485700,-101.4714000,,,,,,,T&P RR CO,10800,,WATER DISPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/01/2018 15:58:36,11/15/2023 15:09:25
FR CATALYST E 94 5BB,5BB,42329422750000,d8b03bf0-43a0-40a6-8baa-42e6fc93d141,903,4232942275,423294227500,Permian Basin,37,,04/12/2019 00:00:00,04/01/2019 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/16/2018 00:00:00,2603,Ground,SPRABERRY,0,2499.1157,24958668,Solnexus,05/01/2019 00:00:00,21205568,0.091683105,2123.3171,,1068,,998,3519,,2603,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,9987,FR CATALYST E 94,52244,19656,19805,39,,,10167,08/28/2019 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37,16,09/16/2018 00:00:00,TX,Active Producer,31.8823500,-101.8658000,"T&P RR CO/FLOYD, B W",SPRABERRY,31.9107900,-101.8747000,0,2499.115650345449,24958668,21205568,0.09168310822220281,2123.31711224592,"T&P RR CO/FLOYD, B W",9337,,BLACK OIL,859458.5053710938,533624,1955007,3.6636,1511961,86.05772558036385,195.75518173625713,53.4318614198458,151.39291078401922,390756,39.12646440372484,567973,56.871232602383095,1.9182,296094,29.64794232502253,902123,90.32972864724141,261378,26.171823370381496,315148,31.555822569340144,1.5089,208853,20.91248623210173,645315,64.61550015019526,94392,9.451486933012918,325622,32.604585961750274,8.1158,40122,4.017422649444278,83420,8.35285871633123,8433,0.8443977170321418,31122,3.116251126464404,9.5878,3246,0.3250225292880745,6310,0.6318213677781116,53,04/01/2018 15:44:35,12/07/2023 08:18:13
FR UNOBTANIUM 1411 D 9HB,9HB,42329422760000,16c41ced-7f1f-48a0-bc4e-6c7660ca63bf,481,4232942276,423294227600,Permian Basin,37,,12/08/2019 16:18:00,11/20/2019 08:44:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,06/16/2019 00:00:00,2594,Ground,SPRABERRY,0,1860.8492,23893548,ACE COMPLETIONS,12/01/2019 00:00:00,23035728,0.12869962,1794.0415,,1832,,1008,1847,,2594,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,12840.131,FR UNOBTANIUM 1411 D,54068,21247,21488,,,,12039,03/19/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37,23,06/16/2019 00:00:00,TX,Shut In,31.8712600,-101.8225000,T&P RR CO,SPRABERRY,31.9053900,-101.8319000,0,1860.8492593792016,23893548,23035728,0.1286996157067679,1794.0415290379117,T&P RR CO,8945,,VOLATILE OIL,686935.8310546875,409920,1662095,4.0547,751116,53.49913007725565,129.44533184305126,31.92490828087659,58.497534661150716,360252,28.056723404572487,703576,54.79508018302602,2.8955,242989,18.924184080459412,445240,34.67565906268904,200937,15.649139576586894,344246,26.810162900221123,2.3979,143563,11.180805053492112,263057,20.487096500884448,112464,8.75878923912106,304890,23.74508510381651,4.9456,61649,4.801275055151642,112962,8.797573890574702,13981.666015625,1.0889037011189437,32416,2.5245848624924268,3.7785,8579,0.6681396080738687,15720,1.2242865880546936,46,04/01/2018 15:44:38,11/25/2023 17:45:31
BOX NAIL 3LL,3LL,42317413240000,8447cda3-cdf8-4d47-907a-8156da41b35a,748,4231741324,423174132400,Permian Basin,38 T1N,64/64,08/28/2018 00:00:00,08/19/2018 00:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/19/2018 00:00:00,2794,Ground,SPRABERRY,0,1835.7228,13545798,Solnexus,09/01/2018 00:00:00,13896054,0.10886712,1883.1893,350,817,,822,1866,,2794,false,true,32.1191300,-102.0157000,447,,SPRABERRY,09/01/2023 00:00:00,7379,BOX NAIL,51456,16800,17016,39,,,7694,03/06/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,36,04/19/2018 00:00:00,TX,Shut In,32.1217900,-102.0168000,"T&P RR CO / GOSNEY, A M",SPRABERRY,32.0994200,-102.0106000,0,1835.7227266567286,13545798,13896054,0.10886712383577812,1883.1893210462122,"T&P RR CO / GOSNEY, A M",12525,,BLACK OIL,192022.16720581055,164593,164575,0.9999,352071,26.022789972328304,22.303157609432173,22.305596964358315,47.71256267786963,90363,12.24596828838596,38485,5.215476351809189,0.4584,83949,11.376744816370781,185547,25.145277137823552,64124,8.690066404661879,20889,2.8308713917875052,0.3445,60642,8.218186746171568,134684,18.252337715137553,13450,1.822740208700366,18949,2.5679631386366717,1.8411,10292,1.394768938880607,19779,2.6804445046754304,1094.6666259765625,0.14834891258660557,1978,0.2680580024393549,2.5856,765,0.10367258436102453,1447,0.1960970321181732,61,04/01/2018 15:46:51,12/07/2023 05:46:12
STRIDER F 9HB,9HB,42461407870000,580f03a7-4a01-4805-a4c7-93fffdb857b6,574,4246140787,424614078700,Permian Basin,37 T5S,,12/30/2018 00:00:00,12/20/2018 00:00:00,USA,UPTON,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/17/2018 00:00:00,8534,Ground,SPRABERRY,0,2004.2456,16401714,Solnexus,02/01/2019 00:00:00,15266510,0.12368619,1865.5267,,1348,,2152,4824,,8534,false,true,,,,,SPRABERRY,09/01/2023 00:00:00,8183.485,STRIDER F,20264,16841,17055,,,,7627,03/19/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T5S,30,05/17/2018 00:00:00,TX,Active Producer,31.6115200,-101.8022000,"T&P RR CO / MIDKIFF, T O",SPRABERRY,31.5898300,-101.7953000,0,2004.2456574452035,16401714,15266510,0.12368618804741018,1865.5267596937597,"T&P RR CO / MIDKIFF, T O",9128.09,,BLACK OIL,291980.66955566406,164060,767524,4.6783,550002,35.67925821745719,93.78938347449372,20.047693952013802,67.2087758685572,161571,19.743544797761928,422440,51.62104006515123,4.6338,91164,11.139997387793406,238980,29.202717912058137,115059,14.059902587009361,240707,29.413752700886175,3.212,74941,9.157590103973341,190371,23.262827900395095,36861,4.504315779380597,112491,13.746099843691237,6.2109,18112,2.213238040100414,83542,10.208609338895142,3617.333251953125,0.4420284649372125,13274,1.6220473577900232,9.4477,1405,0.17168724858331946,6481,0.7919608954224152,56,04/01/2018 15:51:58,12/07/2023 10:09:22
FR CATALYST F 94 6BB,6BB,42329422830000,5c158069-cc96-45ab-b648-95de861f5dea,903,4232942283,423294228300,Permian Basin,37 T3S,,05/21/2019 00:00:00,05/10/2019 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,09/21/2018 00:00:00,2593,Ground,SPRABERRY,0,2227.3066,23918412,Solnexus,06/01/2019 00:00:00,21241410,0.11737847,1978.0216,,1291,,1218,2915,,2593,false,true,,,542,,SPRABERRY,09/01/2023 00:00:00,10738.715,FR CATALYST F 94,52332,19703,19852,,,,10083,03/07/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T3S,16,09/21/2018 00:00:00,TX,Active Producer,31.8834000,-101.8622000,"T&P RR CO / FLOYD, B W",SPRABERRY,31.9120200,-101.8709000,0,2227.3067446167142,23918412,21241410,0.11737847602897176,1978.021607712457,"T&P RR CO / FLOYD, B W",9304.6,,BLACK OIL,393022.33575439453,237361,933968,3.9348,1195222,36.59863786988775,86.9720458722838,22.10329666572212,111.30028289145109,191478,17.830625245761265,280418,26.112808104147124,1.9374,144742,13.47852160207427,518727,48.30438348978997,128703,11.984953681390094,163353,15.211596767100346,1.6098,101477,9.449640993033748,322134,29.997444264709575,45562,4.242779574924403,220250,20.50990301955796,24.8758,8854,0.8244934453356012,109847,10.229063868283237,4358.8330078125,0.405898943331135,22313,2.0778091535772836,34.8641,640,0.05959744804775071,8804,0.8198373947068707,52,04/01/2018 15:44:56,12/07/2023 08:18:12
STRIDER G 11BB,11BB,42461407980000,f2b32313-f86c-4b93-a37d-97ad588c3bae,574,4246140798,424614079800,Permian Basin,37 T5S,40/64,12/17/2018 00:00:00,12/11/2018 00:00:00,USA,UPTON,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,05/15/2018 00:00:00,2127,Ground,SPRABERRY,0,1921.6898,15723582,Solnexus,01/01/2019 00:00:00,14714974,0.12444091,1798.4207,400,910,,865,2364,,2127,false,true,31.6104700,-101.8001000,198,,SPRABERRY,09/01/2023 00:00:00,8182.1646,STRIDER G,20140,16971,17305,39,,,7477,03/23/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T5S,30,05/15/2018 00:00:00,TX,Active Producer,31.6118900,-101.8015000,"T&P RR CO / MIDKIFF, T O",SPRABERRY,31.5904600,-101.7937000,0,1921.68978054819,15723582,14714974,0.12444090711602653,1798.4206879089206,"T&P RR CO / MIDKIFF, T O",9333.3,,VOLATILE OIL,615769.9926757812,288354,1964496,6.8128,784863,75.257590928917,240.09490249281603,35.2417747419254,95.92363917015818,261553,31.96623563076917,683162,83.49404314225998,4.6256,147693,18.050602512741932,326778,39.937842605328505,167679,20.4932324398181,385360,47.097561728113256,3.725,103452,12.643598079449793,217181,26.543220764151354,109955,13.438375544464119,493775,60.34772301821446,17.8522,27659,3.3804013385869953,105650,12.91223115158596,7877.16650390625,0.9627240389774515,34747,4.246675776849573,16.6572,2086,0.25494476272795374,7968,0.9738254407556738,57,04/01/2018 15:55:15,12/07/2023 10:09:45
FR UNOBTANIUM 1411 31BR,31BR,42329423380000,a3cfb359-301d-4ca3-9452-a68b4218d0de,481,4232942338,423294233800,Permian Basin,37 T3S,48/64,08/15/2018 00:00:00,07/20/2018 00:00:00,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/05/2018 00:00:00,2594,Ground,SPRABERRY,0,1953.1271,25063500,Solnexus,09/01/2018 00:00:00,22623528,0.097167,1762.987,0,1389,,1495,2280,,2594,false,true,31.8728100,-101.8268000,82,,SPRABERRY,09/01/2023 00:00:00,12832.498,FR UNOBTANIUM 1411,50917,21336,21593,39,,,12149,03/02/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,37 T3S,23,04/05/2018 00:00:00,TX,Shut In,31.8706400,-101.8262000,T&P RR CO,SPRABERRY,31.9045100,-101.8365000,0,1953.1271236860637,25063500,22623528,0.0971670005735309,1762.9870596792598,T&P RR CO,8980,,BLACK OIL,595907.6682128906,405619,1141732,2.8148,682632,46.43738623891764,88.97192080836024,31.608732650364775,53.1955662495687,241336,18.80662666913639,280895,21.889346795451427,1.444,194520,15.158389215369487,312719,24.36930041662107,149755,11.669980346224849,140999,10.987650220943257,1.1168,126255,9.838692321542641,197727,15.408301585376117,95967,7.478434802752228,200414,15.617691837389781,3.2033,62565,4.875512138903927,110152,8.583831425310404,13113.8330078125,1.0219236316974163,23897,1.8622251032268384,2.6171,9131,0.7115528065265205,16076,1.2527568631826027,61,04/01/2018 15:46:06,12/07/2023 02:45:32
COME-THOU-FOUNT 2223C 7HA,7HA,42227394990000,c1f6b990-8dbe-4f00-b562-a99617510ae5,1349,4222739499,422273949900,Permian Basin,34 T1N,,,,USA,HOWARD,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,02/23/2018 00:00:00,0,Ground,SPRABERRY,,,,,,,,,,,,,,,0,false,true,,,,,,,11027.953,COME-THOU-FOUNT 2223C,,,10000,,,,,03/19/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,34 T1N,34,02/23/2018 00:00:00,TX,DUC - Drilled Uncompleted,32.2296448,-101.5977249,"T&P RR CO / RUSSELL, W C",,32.2589836,-101.6064377,,,,,,,"T&P RR CO / RUSSELL, W C",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/01/2018 15:44:56,10/07/2021 18:12:52
FR CATALYST D 94 4BB,4BB,42329421370000,c0563649-120e-4bf8-b9e4-bf7924d1deb8,907,4232942137,423294213700,Permian Basin,37 T3S,,,,USA,MIDLAND,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,0,Ground,SPRABERRY,,,,,,,,,,,,,,,0,false,true,,,,,,,10303.91,FR CATALYST D 94,,,9600,,,,,03/14/2018 00:00:00,,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,,37 T3S,4,,TX,Expired Permit,31.9137306,-101.8608627,"T&P RR CO/FOWLER, F A",,31.8864746,-101.8520508,,,,,,,"T&P RR CO/FOWLER, F A",,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/01/2018 15:43:48,10/07/2021 18:02:17
BOX NAIL 2LM,2LM,42317413230000,03ef393a-827a-4dc7-9f65-d6aeff1910bf,748,4231741323,423174132300,Permian Basin,38 T1N,,08/28/2018 05:00:00,08/19/2018 05:00:00,USA,MARTIN,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,04/19/2018 00:00:00,2794,Ground,SPRABERRY,0,1635.6979,13577382,Solnexus,09/01/2018 00:00:00,13889360,0.108602926,1673.2826,,3298,,1602,1529,,2794,false,true,32.1191400,-102.0173000,447,,SPRABERRY,09/01/2023 00:00:00,8300.666,BOX NAIL,51456,16648,16865,,,,7542,03/06/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,38 T1N,36,04/19/2018 00:00:00,TX,Active Producer,32.1217100,-102.0168000,"T&P RR CO / GOSNEY, A M",SPRABERRY,32.0991500,-102.0120000,0,1635.6979035708966,13577382,13889360,0.10860292390995797,1673.2825985113675,"T&P RR CO / GOSNEY, A M",8724.2,,BLACK OIL,505173.8338623047,376608,771395,2.0483,734281,60.85943379861038,92.9316995224169,45.37081714781452,88.46049203977185,227248,27.37708029358525,184889,22.273995803706452,0.9412,196433,23.664727580924065,322841,38.89338510816974,161532,19.46012521114999,103041,12.413582212082474,0.7138,144359,17.391255078599915,230613,27.782469450752377,37680,4.539394782186388,88128,10.616979388655043,3.833,22992,2.7698982174105478,65726,7.9181598050419995,3243.16650390625,0.3907116004669241,9199,1.1082243259377011,5.3795,1710,0.20600756575208926,4906,0.5910369108653508,61,04/01/2018 15:46:48,12/07/2023 05:40:36
COLT 45 11HA,11HA,42173378340000,bbfcbbb9-d784-42ed-a672-f547b426e5a4,413,4217337834,421733783400,Permian Basin,36,,10/13/2019 00:00:00,10/02/2019 00:00:00,USA,GLASSCOCK,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,03/10/2019 00:00:00,2631,Ground,SPRABERRY,0,1831.1095,18851196,Chemplex,11/01/2019 00:00:00,20299900,0.14539884,1971.8293,,601,,625,3286,,2631,false,true,31.8256200,-101.7284000,202,,SPRABERRY,09/01/2023 00:00:00,10294.958,COLT 45,50649,18533,18665,,,,9782,03/01/2018 00:00:00,SPRABERRY,"CROWNQUEST OPERATING, LLC",CROWNQUEST OPERATING,Natural Sand,36,45,03/10/2019 00:00:00,TX,Shut In,31.8249400,-101.7280000,T&P RR CO,SPRABERRY,31.8514600,-101.7361000,0,1831.1095572895447,18851196,20299900,0.1453988417313635,1971.8293153400998,T&P RR CO,8478.4,,BLACK OIL,364655.9989013672,207492,942984,4.5447,1053181,35.42083402619437,91.59668250073491,20.154720382787502,102.30066010961639,210164,20.41426490914422,462103,44.88634141580038,3.4706,133147,12.93322419566541,700033,67.99765472270681,131238,12.7477936190131,219895,21.359484888926115,2.3247,94589,9.187895660013336,497311,48.30626794423127,11337,1.1012186733930074,5134,0.49869071793240716,0.4898,10481,1.01807117542843,55104,5.352523046542143,959,0.09315239550003476,78,0.0075765243472395325,0.0825,946,0.09188964144216151,4974,0.48314912952781325,47,04/01/2018 15:45:42,12/07/2023 08:55:43
